reference,reference_sha,path,decision,reason,base_blob,reference_blob,candidate_blob
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/runtime/RunCore.h,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",b252982d5887b75d8cfe75952705e57a542472ed,59e6ce03207ae328171bb49e3a0ac8ec97cb690d,b252982d5887b75d8cfe75952705e57a542472ed
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/runtime/RunCoreGraphStart.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",4315f7b4d77e233b27c787751360d28b92797c32,533aec177e6200cb048a8b76d22288ea11d43710,4315f7b4d77e233b27c787751360d28b92797c32
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/runtime/RunCoreGraphStop.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",5f8102807998ca9184d72a0c4bb62490185d3b81,7e974958e6f33ca77d3728620779b0aa1aae6ed2,5f8102807998ca9184d72a0c4bb62490185d3b81
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/runtime/RunLifecycle.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",3d8310fe9d8206321fbed3a364e13430fbcb34e5,1141f473da59d6c9ea3aa0bd0edd419e06e3979e,3d8310fe9d8206321fbed3a364e13430fbcb34e5
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/runtime/StageRun.cpp,required addition,Selected reference content incorporated without a branch merge.,67049e0841238335e91f255f694f04b423796594,568d1cad6db8ad0d5489f3263c527f5937433257,568d1cad6db8ad0d5489f3263c527f5937433257
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/sample/SampleUtil.cpp,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,1228debee62fd2fe7a7d1167946517e431d540d8,9aa5429fb78b330ef81ce9b0cc97ae32ce18fc93,d079d6702244ad14ba750a7a453cb3b26bef6734
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/tensor/TensorCore.cpp,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,a00b76787ac38b101e42308c4940f39916029af4,011055216c0ef5c06665822f3fa0583fce52d5af,1fbc8757321f9c2131b2b4c99e3bb05af41f93a3
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/tensor/TensorOpenCV.cpp,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,0d55967556999c16ba49c7db25b791574f434054,667bbf2befb24d8593ac920b8ad09c487b27b780,3992dfc0dda3055c47cd94f8a12238394263664e
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/tensor/TensorTransfer.cpp,required addition,Selected reference content incorporated without a branch merge.,ed3716dd8d2494e9716823006f1f03eec05fd997,feea9ea842e151bc8fdbdc37a4c2278e20654d0b,feea9ea842e151bc8fdbdc37a4c2278e20654d0b
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/CMakeLists.txt,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,05cf55c8bd90ae2096b65e84148507c521c065db,2a078f28ac75dbe8a1185e178413d206a47b7001,5b5cac7eaaf1637323494c39567ff08380d0159a
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/e2e_pipelines/img_classification/hybrid_graph_rtsp_resnet50_tput_test.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",3b7bd4061a51568b8c64bb0d1607ec2ef722738f,aa8f085d21533b66f50896dc1cb7aac7d3b75fab,3b7bd4061a51568b8c64bb0d1607ec2ef722738f
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/e2e_pipelines/obj_detection/yolov8_variant_route_matrix_test.cpp,required addition,Selected reference content incorporated without a branch merge.,aa0fc97e3f4128493fe72fb63517027c799c6d32,2bddf8171d2fb48b51de980e4e74bf579a5eded5,2bddf8171d2fb48b51de980e4e74bf579a5eded5
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/e2e_testing/codec_decode_accuracy_test.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",7a105fd038970a0df816828093bb7da3db293e08,65ac0fe472c25fd0dc6d55554fff6776922863f1,7a105fd038970a0df816828093bb7da3db293e08
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/e2e_testing/decoder_multirun_admission_boundary_test.cpp,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,65c84fc165fa3386db9f09b39261b6610a2fe7ac,,7ab2d65b257b4cda0153a2d37ac7d26081852efa
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/e2e_testing/decoder_quality_compare_test.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",4cb7daac25b2ba15774bee888a45ef3c8c841bef,6483b14e874ed3a64eab247a6417b36e37ece170,4cb7daac25b2ba15774bee888a45ef3c8c841bef
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/e2e_testing/ev74_four_process_rpmsg_concurrency_test.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",b75a7f5e38df7a8e35d5ad7da175ddc1d21aeb78,,b75a7f5e38df7a8e35d5ad7da175ddc1d21aeb78
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/e2e_testing/genai/genai_server_reasoning_http_test.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",2e3fb6851e47d6469b2641c0d7a263e07a17a57e,69c396224b47e762a077a4011a175baf7dfca093,2e3fb6851e47d6469b2641c0d7a263e07a17a57e
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/e2e_testing/h265_decode_determinism_test.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",7c7b1895cf4f638c66a489b657b2d18d4ebffab3,6284c4da309cae9705980adec09911863cd0e63f,7c7b1895cf4f638c66a489b657b2d18d4ebffab3
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/e2e_testing/multipart_header_capture_decode_e2e_test.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",4ac8dd2f0566231885185010006cd90ffb706d4d,6e5bbe777b0882177831f42c843d5c9c42e21738,4ac8dd2f0566231885185010006cd90ffb706d4d
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/e2e_testing/video_sender_adaptive_ingress_e2e_test.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",4dc0aa572e96865d1230b751f59a6bd7166fc532,28bcc19d3ea8aee68a2ffdbf3e9774e4705d096d,4dc0aa572e96865d1230b751f59a6bd7166fc532
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/graph_migration/legacy/yolov8_variant_route_matrix_legacy_graph_test.cpp,required addition,Selected reference content incorporated without a branch merge.,15e1583f3744419417b3400caa78116423336554,4c6e0e5a29e55871b50f26dbd9e3d9d04cb6ae08,4c6e0e5a29e55871b50f26dbd9e3d9d04cb6ae08
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/graph_migration/unified/yolov8_variant_route_matrix_common.inc,required addition,Selected reference content incorporated without a branch merge.,326e21cb60dc476fcc44e1a11698cdec04158070,dc3bc596135958f2cd8ec065494252bfe8c0b2a4,dc3bc596135958f2cd8ec065494252bfe8c0b2a4
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/neat_tensor_device_placement_test.cpp,required addition,Selected reference content incorporated without a branch merge.,98ad0bee550af7b4e814f3ed21e966c2e7e2ce4f,85cb46d82b3c72a9b214613e004ed95455ea5b26,85cb46d82b3c72a9b214613e004ed95455ea5b26
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/perf/codec_perf_common.h,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",cd43e2e5ceecd48ec6731d4ce0a4f873dbd94eaa,2edfccf0dc27f34ba4945adba1f69ff3658a5452,cd43e2e5ceecd48ec6731d4ce0a4f873dbd94eaa
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/tools/prepare_genai_models.sh,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",4a2d4942091a9cf8d3ff52f6c2d1575b9ac1a0cf,313a0061bd964e62dca83a7726fdc1f0dd8fb6e1,4a2d4942091a9cf8d3ff52f6c2d1575b9ac1a0cf
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/tools/restart_appcomplex_before_test.sh,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",,5d605069a08ac68b1da79e150c7f0fa001d1396c,
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/tools/test_install_neat_framework_native_restore.py,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",0694c4511a7e83bd0de33d122cf81ec497d88fc6,45d69c8724d33f6166b18fc5831c7e720959c49b,0694c4511a7e83bd0de33d122cf81ec497d88fc6
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/tools/test_internals_package_boundary.py,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",9ba240c4f202fa1416f08113d652c4be741f6e38,,9ba240c4f202fa1416f08113d652c4be741f6e38
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/unit_testing/unit_000_devkit_package_inventory_test.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",c4fbbe9e5eafd0a5718494b50e63c6291c26d4fa,40c2e7a71bbcec2ea39267fa602fff516fd088d0,c4fbbe9e5eafd0a5718494b50e63c6291c26d4fa
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/unit_testing/unit_afe_mpk_v2_decoder_test.cpp,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,74f38c76da61385ab955bfaf562ecd17a369f1fd,63ac12dc7c91db3b3c9d312ce65354020c306df9,d258392e3de1844f3c6b0e0344e687c577d6a5f3
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/unit_testing/unit_camera_allocation_query_test.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",246d24ca3de304bf41faa65c720d4217ec20f0d0,,246d24ca3de304bf41faa65c720d4217ec20f0d0
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/unit_testing/unit_decoder_admission_test.cpp,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,6aa8341424b15e56373b382ae821f459a71f05b6,,2557a8e16cbfcd0dc32369b44f3ee2dad6b43d65
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/unit_testing/unit_dmabuf_eligibility_test.cpp,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,c267fde13b12b4c6adb2834dd516df2f9a9a357a,c975a62e0631457e00cd059e357c51c6a94ae120,c8af91a41a80d43d1f88e7c62d5e9d869821a455
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/unit_testing/unit_fused_realtime_fast_path_options_test.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",b44505c936cbb23f9a01d3eb9ed30cc05295bcf7,a53db62d9e0f1d2ffa2125352c273e0fd06561d6,b44505c936cbb23f9a01d3eb9ed30cc05295bcf7
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/unit_testing/unit_memory_backend_policy_test.cpp,required addition,Selected reference content incorporated without a branch merge.,208795d5d3a513a3703f1c5b7f3a0358311aaa64,,
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/unit_testing/unit_model_metadata_test.cpp,required addition,Selected reference content incorporated without a branch merge.,fc5be5828df9a592856c8594cc39e81a016036cd,08e1054ed1a40acf93cf8ad4f96678a37f952732,08e1054ed1a40acf93cf8ad4f96678a37f952732
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/unit_testing/unit_model_route_planner_test.cpp,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,26ebc1ace50bc63eb5e6e282209c92105542ea05,a05ff4716b3a0b04081c89df3abc5dab64de2a30,c24d18818795d94cce0d31d9a6c5b4e9fb5bedb6
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/unit_testing/unit_modelpack_mla_handoff_segment_test.cpp,required addition,Selected reference content incorporated without a branch merge.,bac887f5d95915063173f3edf44a4b8e96015877,92da9d8609456e531e0926164b79357998050af5,92da9d8609456e531e0926164b79357998050af5
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/unit_testing/unit_modelpack_multi_mla_plan_test.cpp,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,43deece7914faca29ecd6658f52ecea9c8fa69e5,9b2a981a02fb92e2411b9761e9b63390407baaa6,c0bb1253783522bc34a566e8ac2fa037e063f968
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/unit_testing/unit_nodes_test.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",aa54aedd89a6929b43c8b4b3a9e90a3594e8039e,c5c7ee9e79cceeeb6576c0314c73f742a0abcc00,aa54aedd89a6929b43c8b4b3a9e90a3594e8039e
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/unit_testing/unit_pcie_nodes_test.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,f2bc7316c31cee6358d5442a5c265c1025f0e233,303cc38ff9b0c82c9a50f2921474d1a59da1d2be,f2bc7316c31cee6358d5442a5c265c1025f0e233
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/unit_testing/unit_post_region_materialization_test.cpp,required addition,Selected reference content incorporated without a branch merge.,72b154bf59eeedd394cf3f7ea80f49e119995e29,3c0b736d388915ad64342bf1838a9a56283d50fa,3c0b736d388915ad64342bf1838a9a56283d50fa
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/unit_testing/unit_resnet50_mla_handoff_segment_test.cpp,required addition,Selected reference content incorporated without a branch merge.,528ff922e0b08a509486ce3869934ffc5c27a3a3,a761552cb425d794b12dca515612e18f3b62adf9,a761552cb425d794b12dca515612e18f3b62adf9
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/unit_testing/unit_route_plan_detess_adapter_test.cpp,required addition,Selected reference content incorporated without a branch merge.,0dc8d98a10a11f97689dee3e23af2e97745fa4c6,3c9460050736c78135eace5553e10522c554f8ea,3c9460050736c78135eace5553e10522c554f8ea
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/unit_testing/unit_run_api_matrix_test.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",3a66a2b529c50e9d34ae219cb6958b37271f0dab,dc558927bf20e25357c80933480f9782e9bea7f8,3a66a2b529c50e9d34ae219cb6958b37271f0dab
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/unit_testing/unit_run_lifecycle_teardown_test.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",097785248a8adea15a5286a3e3c09246cdc6edcd,363b7f013d1b75a53500b9b5136fd425c5acf40d,097785248a8adea15a5286a3e3c09246cdc6edcd
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/unit_testing/unit_video_sender_adaptive_ingress_test.cpp,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,f2f32e66a2b3ad4636c71132dd1c5e2e17af3a48,6a758e3d1007d5d4f658bc20ddf1f3a948b6c0ce,44945a0f31d5881043e263315cc1f4fddfc9fbae
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/unit_testing/unit_video_sender_test.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",e4eb772cd6da858c758a22df6c85b2604e74afa1,6ec25b3841ec58539f0ffe971479b58a6d70427d,e4eb772cd6da858c758a22df6c85b2604e74afa1
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tests/unit_testing/unit_yolov8_mla_handoff_segment_test.cpp,required addition,Selected reference content incorporated without a branch merge.,f0f80403072600c55e103fedb663a1eece92703c,92a160e1bc1eb13b497ecd24b256f953e5a9748f,92a160e1bc1eb13b497ecd24b256f953e5a9748f
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tools/generate_tutorial_docs.py,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",fd6939f050fe27f83e61a2d4c36409aeef115b7c,9b5e35f5816b07acbb2cb9fd15846f1bc6e9a039,fd6939f050fe27f83e61a2d4c36409aeef115b7c
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tools/install_neat_framework.sh,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",b2420261c410f0dac258313a46a193b1807a62ca,d98a6789cb1939880f4f55d5aeb477677f2d8514,b2420261c410f0dac258313a46a193b1807a62ca
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tools/pcie_pipeline_builder.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,f8be6ac87d5b9d8eafbc965a45bd8e6d7a95bab3,,f8be6ac87d5b9d8eafbc965a45bd8e6d7a95bab3
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tools/validate_neat_package_bundle.py,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",,086ca06fa43e056d5d45e0a7c807638284a851ad,
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tutorials/001_run_your_first_model/README.md,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",91ee4b6afff76df7b5ea0dbbf6938c15e39bf7b1,a50eaed06361c51675fc70cb2931338cac420323,91ee4b6afff76df7b5ea0dbbf6938c15e39bf7b1
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tutorials/002_run_inference_async/README.md,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",077cc93644b65a23d69726bf61fdb7954398394f,e91365aa339019aaed3ccee99fb1f91046fd016a,077cc93644b65a23d69726bf61fdb7954398394f
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tutorials/003_benchmark_your_model/README.md,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",32d6ed87242217dda776a5d3e649bf14aefe58cf,02d89dcbcffbfe00f4f39aa32a884665c0e6324f,32d6ed87242217dda776a5d3e649bf14aefe58cf
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tutorials/004_build_inference_pipeline/README.md,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",359f5a86229a6e5fc85e15c44ce77d1981b72f77,701659861fe6bc6bd02a3da8bfd861b5bb5ece8b,359f5a86229a6e5fc85e15c44ce77d1981b72f77
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tutorials/005_configure_model_options/README.md,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",6ab9494c4c81aba68d86495cd20b97d69cf108fa,13167afd8db105f947c98cca4e2e1eca02dab742,6ab9494c4c81aba68d86495cd20b97d69cf108fa
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tutorials/006_preprocess_images/README.md,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",ad5371891e788c1f2f9d027dc7f5fe6d167009e7,c7518d11bd99aa6fdf1055f4e6a18ceb2a5a324f,ad5371891e788c1f2f9d027dc7f5fe6d167009e7
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tutorials/007_read_detection_boxes/README.md,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",798c0a75565c14ae1f61cafe0d4627cc1a89260f,1274bb80a63cdcff75abd3c1b3032c7df95038f3,798c0a75565c14ae1f61cafe0d4627cc1a89260f
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tutorials/008_plug_model_into_pipeline/README.md,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",226dcb9642c219f1a338e8d2adc73bf5aba622c6,1dd75299ae0e97d913d38558db702ea3a93b0f3b,226dcb9642c219f1a338e8d2adc73bf5aba622c6
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tutorials/009_pass_numpy_to_model/README.md,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",f488ea1b71a3aa0642d0f22be341e463c037a443,ec6324fbbd26e96d74064a7b11b2ad34454207fb,f488ea1b71a3aa0642d0f22be341e463c037a443
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tutorials/010_feed_multi_input_model/README.md,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",ff58fb38758219a6144ee96a80abb6e5b4a2c15f,2ffb00526310acdfecb2cf95a60cc31f99351ad2,ff58fb38758219a6144ee96a80abb6e5b4a2c15f
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tutorials/011_interpret_model_output/README.md,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",2c904607c872da7f7f1f744be66bd76966037211,9d5c1b5a791e26256720d8c54951a2e197189cef,2c904607c872da7f7f1f744be66bd76966037211
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tutorials/012_diagnose_a_pipeline/README.md,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",5caf3ab33a7f0dc1d08a595f9fc8728b9c602b11,3e52d4c23d4a864bf02757591e4eda2e4a31bcfe,5caf3ab33a7f0dc1d08a595f9fc8728b9c602b11
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tutorials/013_build_a_custom_data_graph/README.md,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",dde5b5c6c92135c9d798539c9a5cd96dfb6d3f4a,e01924340c3200639b3e6dde8e89e6870892f7cb,dde5b5c6c92135c9d798539c9a5cd96dfb6d3f4a
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tutorials/014_embed_model_inside_graph/README.md,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",a331b403e5b6075bd493b8e96af7fee5c075b87f,3883a3d1443013060bef5e4ba12fd86a53f81ba8,a331b403e5b6075bd493b8e96af7fee5c075b87f
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tutorials/015_run_multiple_streams/README.md,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",f0066552a6766c18a574fb4f394c7d34d3f102bb,4d17145fb0d789001bc0d5eb8f1e2de426dc7e46,f0066552a6766c18a574fb4f394c7d34d3f102bb
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tutorials/016_tune_throughput_and_queues/README.md,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",dc084c22a7b0c382a5b79b85eeb264f423337dc4,8fb4d609a328963e619e3f03a7fb82bc565d1b69,dc084c22a7b0c382a5b79b85eeb264f423337dc4
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tutorials/017_build_production_pipeline/README.md,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",5fea8fece7c255d321fafd56f669d98e4377f2c3,eb6194794b966779f9891985eaaaac1d567ef5d0,5fea8fece7c255d321fafd56f669d98e4377f2c3
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tutorials/018_consume_rtsp_stream/README.md,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",9d1ad28622b0eed0af8f7a320caae32aaf1bec36,f644e121a0cc32c6c795bdcc5159de653ae53dfa,9d1ad28622b0eed0af8f7a320caae32aaf1bec36
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tutorials/019_run_an_llm/README.md,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",9c1165d9cf19083f49c16071e39b6e29b8926f40,0ac084de4368b943309f7355a9c88d407291ef92,9c1165d9cf19083f49c16071e39b6e29b8926f40
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tutorials/020_run_a_vlm/README.md,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",3c39dd8b006ab0edcf207e404c3b95604ef50a51,97b399d37c82b7a6e6097f287c8bcc38426d49be,3c39dd8b006ab0edcf207e404c3b95604ef50a51
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tutorials/021_serve_genai_models/README.md,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",c96822aae52a1a0644c34a7b4d6fb7f4e288e84d,eedf58a1b9ebcfe86e52e341337be92a856b711a,c96822aae52a1a0644c34a7b4d6fb7f4e288e84d
